Title,Organization,URL,Rating,Languages Available,Enroll Information,Taught Language,Difficulty,Type,Duration,Data Science Skills Count,Engineering and Programming Skills Count,Mathematical Theory and Problem Solving Skills Count,Skills Count,Quizzes,Assignments
Excel for Beginners: Pivot Tables,Coursera Project Network,https://www.coursera.org/projects/excel-for-beginners-pivot-tables,4.6,0,18832,English,Beginner,Guided Project,Less Than 2 Hours,1,0,0,1,0,0
Marketing Strategy,IE Business School,https://www.coursera.org/specializations/marketing-strategy,4.5,22,67944,English,Beginner,Specialization,3 - 6 Months,3,0,0,21,0,0
"Organizational Leadership in Diversity, Equity & Inclusion",Rice University,https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion,4.8,21,6854,English,Intermediate,Specialization,3 - 6 Months,1,0,0,15,0,0
Palo Alto Networks Cybersecurity,Palo Alto Networks,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,4.6,21,19540,English,Beginner,Professional Certificate,3 - 6 Months,1,5,0,24,0,0
Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",https://www.coursera.org/learn/wine,4.7,22,77115,English,Beginner,Course,1 - 3 Months,1,0,0,9,0,4
Payroll & HR Management ,Tally Education and Distribution Services Private Limited,https://www.coursera.org/learn/payroll-hr--management,4.3,0,6300,English,Intermediate,Course,1 - 4 Weeks,1,1,0,10,0,12
Six Sigma Principles ,Kennesaw State University,https://www.coursera.org/learn/six-sigma-principles,4.7,22,185225,English,Beginner,Course,1 - 4 Weeks,3,2,1,3,0,9
Cybersecurity Risk Management Frameworks,Kennesaw State University,https://www.coursera.org/specializations/cybersecurity-risk-management-frameworks,4.7,21,3646,English,Beginner,Specialization,3 - 6 Months,1,0,0,15,0,0
Python Basics,University of Michigan,https://www.coursera.org/learn/python-basics,4.8,22,460689,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,3
Google UX Design (PT),Google,https://www.coursera.org/professional-certificates/ux-design-do-google,4.9,11,1105689,English,Beginner,Professional Certificate,3 - 6 Months,0,0,0,1,0,0
Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",https://www.coursera.org/specializations/advanced-grammar-punctuation,4.8,24,82471,English,Advanced,Specialization,3 - 6 Months,1,0,0,1,0,0
Understanding child development: from synapse to society,Utrecht University,https://www.coursera.org/learn/child-development,4.6,24,81025,English,Beginner,Course,1 - 3 Months,1,0,1,1,0,14
Microsoft PL-300 Exam Preparation and Practice,Microsoft,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice,4.6,22,28169,English,Beginner,Course,1 - 3 Months,3,0,0,2,0,15
Xbox Graphic Designer,Xbox,https://www.coursera.org/professional-certificates/xbox-graphic-designer,4.9,0,0,English,Beginner,Professional Certificate,3 - 6 Months,1,0,0,1,0,0
Excel Skills for Business: Intermediate I,Macquarie University,https://www.coursera.org/learn/excel-intermediate-1,4.6,22,360553,English,Intermediate,Course,1 - 3 Months,3,1,0,4,0,39
Arm Cortex-M Architecture and Software Development,Arm,https://www.coursera.org/specializations/cortex-m-architecture-and-software-development,4.5,21,4774,English,Intermediate,Specialization,3 - 6 Months,1,0,1,11,0,0
BigQuery for Data Analysts,Google Cloud,https://www.coursera.org/learn/bigquery-for-data-analysts,4.8,0,5182,English,Intermediate,Course,1 - 3 Months,6,1,0,6,0,0
Marketing Digital,Universidade de São Paulo,https://www.coursera.org/learn/estrategia-marketing-digital,4.5,0,247826,Portuguese (Brazil),Beginner,Course,1 - 3 Months,1,0,0,1,0,10
Natural Language Processing with Sequence Models,DeepLearning.AI,https://www.coursera.org/learn/sequence-models-in-nlp,4.6,22,71755,English,Intermediate,Course,1 - 4 Weeks,1,0,0,1,0,3
Foundations of Teaching for Learning: Being a Teacher,Commonwealth Education Trust,https://www.coursera.org/learn/being-a-teacher,4.9,24,80029,English,Mixed,Course,1 - 3 Months,7,1,2,12,0,6
Teach English Now! Technology Enriched Teaching,Arizona State University,https://www.coursera.org/learn/tesol-technology,4.6,24,49781,English,Beginner,Course,1 - 3 Months,0,0,0,1,0,16
Game Design and Development with Unity 2020,Michigan State University,https://www.coursera.org/specializations/game-design-and-development,4.7,22,22058,English,Beginner,Specialization,3 - 6 Months,2,3,2,15,0,0
"Teach English Now! Second Language Listening, Speaking, and Pronunciation",Arizona State University,https://www.coursera.org/learn/tesol-speaking,4.9,24,82141,English,Beginner,Course,1 - 3 Months,1,0,0,1,0,17
3D CAD Fundamental,National Taiwan University,https://www.coursera.org/learn/3d-cad-fundamental,4.6,0,78192,English,Beginner,Course,1 - 3 Months,7,4,1,24,0,4
Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,4.6,21,22326,English,Beginner,Specialization,3 - 6 Months,1,0,0,1,0,0
A life with ADHD,University of Geneva,https://www.coursera.org/learn/life-with-adhd,4.6,0,8813,English,Beginner,Course,1 - 3 Months,4,2,0,6,0,26
"Personal Productivity, Time Management and Prioritization",Starweaver,https://www.coursera.org/learn/personal-productivity-time-management-and-prioritization,4.7,0,14703,English,Beginner,Course,1 - 4 Weeks,1,0,0,5,0,6
Rust Programming,Duke University,https://www.coursera.org/specializations/rust-programming,3.9,21,6188,English,Beginner,Specialization,3 - 6 Months,1,0,1,2,0,0
English for Business and Entrepreneurship,University of Pennsylvania,https://www.coursera.org/learn/business,4.8,22,498629,English,Beginner,Course,1 - 3 Months,1,0,1,9,0,43
Linear Circuits 1: DC Analysis,Georgia Institute of Technology,https://www.coursera.org/learn/linear-circuits-dcanalysis,4.5,22,72189,English,Mixed,Course,1 - 3 Months,2,7,0,9,0,136
Narrative Economics,Yale University,https://www.coursera.org/learn/narrative-economics,4.8,22,34621,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,4
"Project Management: Tools, Approaches, Behavioural Skills",Politecnico di Milano,https://www.coursera.org/specializations/project-management-tools-approaches-skills,4.8,21,5111,English,Beginner,Specialization,1 - 3 Months,0,0,0,1,0,0
Frontend Development,Scrimba,https://www.coursera.org/specializations/frontend,4.7,22,1940,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
An Introduction to Learning Experience Design (LXD),University of Michigan,https://www.coursera.org/specializations/introduction-to-learning-experience-design,4.8,0,2360,English,Beginner,Specialization,1 - 3 Months,1,0,0,1,0,0
Introduction to Cloud Computing,IBM,https://www.coursera.org/learn/introduction-to-cloud,4.6,25,358661,English,Beginner,Course,1 - 3 Months,1,2,0,6,0,17
A Story of Economics: A Principles Tale,Rice University,https://www.coursera.org/specializations/principles-of-economics,4.8,3,2200,English,Beginner,Specialization,3 - 6 Months,3,1,2,21,0,0
Dino 101: Dinosaur Paleobiology,University of Alberta,https://www.coursera.org/learn/dino101,4.9,22,79061,English,Beginner,Course,1 - 3 Months,3,2,0,12,0,12
Health Behavior Change: From Evidence to Action,Yale University,https://www.coursera.org/learn/health-behavior-change,4.8,22,49807,English,Beginner,Course,1 - 3 Months,1,0,1,4,0,8
Цифровий маркетинг і електронна комерція від Google,Google,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce-ua,4.9,11,831347,English,Beginner,Professional Certificate,3 - 6 Months,4,0,8,39,0,0
"AI, Business & the Future of Work",Lund University,https://www.coursera.org/learn/ai-business-future-of-work,4.6,22,79437,English,Beginner,Course,1 - 4 Weeks,1,0,0,1,0,6
CVS Health Retail Customer Service,CVS Health,https://www.coursera.org/professional-certificates/cvshealth-retail-customer-service,4.8,24,2693,English,Beginner,Professional Certificate,3 - 6 Months,1,0,0,5,0,0
International Business Essentials,University of London,https://www.coursera.org/specializations/mba,4.6,22,30824,English,Intermediate,Specialization,3 - 6 Months,0,0,0,1,0,0
A Law Student's Toolkit,Yale University,https://www.coursera.org/learn/law-student,4.7,22,170508,English,Mixed,Course,1 - 3 Months,0,0,0,1,0,2
Sustainability Consulting,University of Illinois Urbana-Champaign,https://www.coursera.org/learn/sustainability-consulting,4.7,0,2109,English,Beginner,Course,1 - 3 Months,0,0,0,1,0,4
Liabilities and Equity in Accounting,Intuit,https://www.coursera.org/learn/liabilities-equity-in-accounting,4.3,24,36702,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,16
Adapting: Career Development,Macquarie University,https://www.coursera.org/specializations/adapting-career-development,4.8,22,10077,English,Beginner,Specialization,3 - 6 Months,1,0,2,21,0,0
Change Management for Generative AI,Vanderbilt University,https://www.coursera.org/learn/change-management-generative-ai,4.4,9,4124,English,Beginner,Course,1 - 4 Weeks,1,0,0,1,0,0
Explainable AI (XAI),Duke University,https://www.coursera.org/specializations/explainable-artificial-intelligence-xai,4.6,0,0,English,Intermediate,Specialization,1 - 3 Months,2,0,0,1,0,0
Econometrics: Methods and Applications,Erasmus University Rotterdam,https://www.coursera.org/learn/erasmus-econometrics,4.4,22,188459,English,Mixed,Course,1 - 3 Months,2,0,0,3,0,0
Survey Data Collection and Analytics,University of Michigan,https://www.coursera.org/specializations/data-collection,4.8,22,20733,English,Beginner,Specialization,3 - 6 Months,5,0,2,22,0,0
Google Advanced Data Analytics Capstone,Google,https://www.coursera.org/learn/google-advanced-data-analytics-capstone,4.7,11,42793,English,Advanced,Course,1 - 4 Weeks,6,2,0,4,8,0
Introduction to Self-Driving Cars,University of Toronto,https://www.coursera.org/learn/intro-self-driving-cars,4.3,22,148183,English,Advanced,Course,1 - 3 Months,5,4,2,10,0,7
Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,https://www.coursera.org/learn/google-cloud-java-spring,4.6,0,110643,English,Intermediate,Course,1 - 4 Weeks,1,5,0,8,0,2
The Fundamentals of Personal Finance,SoFi,https://www.coursera.org/specializations/personal-finance-fundamentals,4.8,21,14289,English,Beginner,Specialization,3 - 6 Months,1,0,0,7,0,0
Impacts of the Environment on Global Public Health,University of Michigan,https://www.coursera.org/specializations/impacts-of-the-environment-on-global-public-health,4.6,21,6592,English,Beginner,Specialization,3 - 6 Months,1,0,0,1,0,0
Introduction to Risk Management,New York Institute of Finance,https://www.coursera.org/learn/introduction-to-risk-management,4.7,22,36560,English,Beginner,Course,1 - 3 Months,1,0,0,10,0,4
Circular Economy - Sustainable Materials Management,Lund University,https://www.coursera.org/learn/circular-economy,4.8,22,74988,English,Beginner,Course,1 - 3 Months,1,0,0,6,0,5
English Intermediate B1,Università di Napoli Federico II,https://www.coursera.org/specializations/english-intermediate-b1,4.6,23,2675,English,Intermediate,Specialization,3 - 6 Months,2,2,0,2,0,0
Introduction to Data Analytics in Google Cloud,Google Cloud,https://www.coursera.org/learn/introduction-to-data-analytics-in-google-cloud,4.6,0,9344,English,Beginner,Course,1 - 4 Weeks,1,0,1,13,0,18
Learning to Teach Online,UNSW Sydney (The University of New South Wales),https://www.coursera.org/learn/teach-online,4.7,22,188894,English,Beginner,Course,1 - 3 Months,1,0,1,10,0,0
Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,https://www.coursera.org/learn/thermodynamics-intro,4.8,22,139725,English,Beginner,Course,1 - 3 Months,1,0,0,11,0,8
The Science of Well-Being for Teens,Yale University,https://www.coursera.org/learn/the-science-of-well-being-for-teens,4.9,22,160608,English,Beginner,Course,1 - 3 Months,3,0,0,24,0,10
Social Media Marketing in Practice,Digital Marketing Institute,https://www.coursera.org/specializations/social-media-marketing-practice,4.5,24,24385,English,Beginner,Specialization,3 - 6 Months,1,0,1,3,0,0
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity ,Università Bocconi,https://www.coursera.org/learn/corp-sustainability,4.6,22,51165,English,Mixed,Course,1 - 3 Months,0,0,0,1,0,5
Strategic Technology Management,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/technology-management,4.8,21,2371,English,Beginner,Specialization,1 - 3 Months,0,0,0,1,0,0
Leading: Human Resource Management and Leadership,Macquarie University,https://www.coursera.org/specializations/hr-management-leadership,4.8,22,49662,English,Intermediate,Specialization,3 - 6 Months,0,0,0,1,0,0
CVS Health Call Center Customer Service,CVS Health,https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service,4.8,24,7694,English,Beginner,Professional Certificate,3 - 6 Months,0,0,0,1,0,0
EU policy and implementation: making Europe work! ,Universiteit Leiden,https://www.coursera.org/learn/eu-making-europe-work,4.4,21,18839,English,Intermediate,Course,1 - 3 Months,0,0,0,1,0,40
Les Fondamentaux de la Négociation ,ESSEC Business School,https://www.coursera.org/learn/fondamentaux-negociation,4.7,0,40289,French,Beginner,Course,1 - 3 Months,1,0,1,10,0,7
ESG and Climate Change,University of Pennsylvania,https://www.coursera.org/learn/esg-and-climate-change,4.8,22,15444,English,Mixed,Course,1 - 4 Weeks,1,0,0,8,0,4
Navigating Generative AI for Leaders,Coursera,https://www.coursera.org/specializations/navigating-generative-ai-for-leaders,4.8,22,2370,English,Beginner,Specialization,1 - 3 Months,1,0,0,1,0,0
Innovation Management,Erasmus University Rotterdam,https://www.coursera.org/learn/innovation-management,4.7,22,117731,English,Beginner,Course,1 - 3 Months,1,0,0,3,0,4
Marchés financiers,Yale University,https://www.coursera.org/learn/financial-markets-global-fr,4.8,0,8799,French,Beginner,Course,1 - 3 Months,2,0,2,9,0,25
Introduction to Computer Science and Programming,University of London,https://www.coursera.org/specializations/introduction-computer-science-programming,4.2,24,47515,English,Beginner,Specialization,3 - 6 Months,2,4,5,11,0,0
Migrations internationales : un enjeu mondial,Sciences Po,https://www.coursera.org/learn/migrations-internationales,4.7,0,10417,French,Beginner,Course,1 - 3 Months,1,0,0,7,0,7
The Addicted Brain,Emory University,https://www.coursera.org/learn/addiction-and-the-brain,4.7,22,181183,English,Beginner,Course,1 - 3 Months,1,1,5,9,0,8
Digital Transformation,University of Virginia,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation,4.8,22,173716,English,Beginner,Course,1 - 4 Weeks,3,0,1,12,0,13
Digital Signal Processing,École Polytechnique Fédérale de Lausanne,https://www.coursera.org/specializations/digital-signal-processing,4.5,22,20369,English,Intermediate,Specialization,3 - 6 Months,7,3,3,15,0,0
Market Research,Queen Mary University of London,https://www.coursera.org/specializations/market-research-market-research,4.7,21,6639,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
Machine Learning,University of Washington,https://www.coursera.org/specializations/machine-learning,4.6,22,211384,English,Intermediate,Specialization,3 - 6 Months,0,0,0,1,0,0
Managing Social and Human Capital,University of Pennsylvania,https://www.coursera.org/learn/wharton-social-human-capital,4.6,22,54297,English,Beginner,Course,1 - 4 Weeks,1,0,0,10,0,4
"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,https://www.coursera.org/learn/modern-world,4.8,22,205130,English,Beginner,Course,1 - 3 Months,1,0,1,2,0,7
Precision Medicine,University of Geneva,https://www.coursera.org/learn/precision-medicine,4.5,22,32798,English,Intermediate,Course,1 - 3 Months,6,2,0,13,0,59
Introduction to Data Engineering,IBM,https://www.coursera.org/learn/introduction-to-data-engineering,4.7,22,165613,English,Beginner,Course,1 - 4 Weeks,3,0,0,10,0,21
Finance for Non-Financial Managers,Emory University,https://www.coursera.org/learn/finance-for-non-financial-managers,4.4,22,30144,English,Intermediate,Course,1 - 3 Months,4,1,0,3,0,15
